pmid	date	journal	country	label	mesh
P21684606	2011	Ophthalmology	United States	X	Activities of Daily Living|Adult|Aged|Aged, 80 and over|Angiogenesis Inhibitors|Antibodies, Monoclonal|Antibodies, Monoclonal, Humanized|Double-Blind Method|Female|Fluorescein Angiography|Humans|Intravitreal Injections|Macular Edema|Male|Middle Aged|Prospective Studies|Questionnaires|Retinal Vein Occlusion|Sickness Impact Profile|Tomography, Optical Coherence|Treatment Outcome|Vascular Endothelial Growth Factor A|Visual Acuity
P21715011	2011	Ophthalmology	United States	X	Adolescent|Antibodies, Monoclonal, Humanized|Double-Blind Method|Fluorescein Angiography|Humans|Injections, Intraocular|Macular Edema|Prospective Studies|Retinal Vein Occlusion|Tomography, Optical Coherence|Treatment Outcome|Visual Acuity|Young Adult
P21715517	2011	Diabetes care	Canada	X	Adult|Angiotensin-Converting Enzyme Inhibitors|Blood Glucose|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Enalapril|Female|Hemoglobin A, Glycosylated|Humans|Losartan|Male|Renin-Angiotensin System|Young Adult
P21724047	2011	Ophthalmology	United States	X	Anti-Inflammatory Agents, Non-Steroidal|Benzeneacetamides|Double-Blind Method|Epiretinal Membrane|Humans|Macula Lutea|Ophthalmologic Surgical Procedures|Phenylacetates|Prospective Studies
P21724263	2011	Ophthalmology	United States	X	Angiogenesis Inhibitors|Antibodies, Monoclonal, Humanized|Chemotherapy, Adjuvant|Diabetic Retinopathy|Female|Humans|Incidence|Intravitreal Injections|Male|Middle Aged|Postoperative Hemorrhage|Prospective Studies|Vascular Endothelial Growth Factor A|Visual Acuity|Vitrectomy|Vitreous Hemorrhage
P21742303	2011	American journal of ophthalmology	United States	X	Adult|Aged|Antibodies, Monoclonal, Humanized|Central Serous Chorioretinopathy|Chronic Disease|Coloring Agents|Female|Fluorescein Angiography|Humans|Indocyanine Green|Intravitreal Injections|Male|Middle Aged|Photochemotherapy|Photosensitizing Agents|Pilot Projects|Porphyrins|Prospective Studies|Tomography, Optical Coherence|Treatment Outcome|Visual Acuity
P21746974	2011	Archives of ophthalmology	United States	X	Algorithms|Child|Cryotherapy|Double-Blind Method|Female|Humans|Infant, Newborn|Laser Coagulation|Male|Retinopathy of Prematurity|Time Factors|Vision Tests|Visual Acuity
P21746979	2011	Archives of ophthalmology	United States	X	Adaptation, Psychological|Aged, 80 and over|Cognition Disorders|Depressive Disorder|Disability Evaluation|Female|Humans|Intelligence Tests|Macular Degeneration|Male|National Eye Institute (U.S.)|Questionnaires|Sickness Impact Profile|United States|Vision Disorders|Visual Acuity
P21757667	2011	Stroke; a journal of cerebral circulation	United States	X	Aged|Aged, 80 and over|Female|Fibrinolytic Agents|Humans|Male|Middle Aged|Retinal Artery Occlusion|Thrombolytic Therapy|Tissue Plasminogen Activator|Treatment Outcome
P21764136	2011	Ophthalmology	United States	X	Adult|Aged|Aged, 80 and over|Cataract|Cataract Extraction|Dexamethasone|Double-Blind Method|Drug Implants|Female|Follow-Up Studies|Glucocorticoids|Humans|Intraocular Pressure|Macular Edema|Male|Middle Aged|Prospective Studies|Retinal Vein Occlusion|Retreatment|Treatment Outcome|Visual Acuity|Vitreous Body
P21765371	2011	Retina (Philadelphia, Pa.)	United States	X	Adult|Anti-Inflammatory Agents, Non-Steroidal|Diabetic Retinopathy|Diclofenac|Female|Glucocorticoids|Humans|Intraocular Pressure|Intravitreal Injections|Macula Lutea|Macular Edema|Male|Middle Aged|Tomography, Optical Coherence|Treatment Outcome|Triamcinolone Acetonide|Visual Acuity
P21794843	2011	American journal of ophthalmology	United States	X	Antibodies, Monoclonal, Humanized|Follow-Up Studies|Humans|Intravitreal Injections|Lens Implantation, Intraocular|Phacoemulsification|Photochemotherapy|Porphyrins|Retrospective Studies|Treatment Outcome|Visual Acuity|Wet Macular Degeneration
P21813090	2011	Ophthalmology	United States	X	Cataract|Diabetic Retinopathy|Double-Blind Method|Drug Implants|Female|Fluocinolone Acetonide|Fluorescein Angiography|Glucocorticoids|Humans|Intraocular Pressure|Macular Edema|Male|Middle Aged|Prospective Studies|Recurrence|Retina|Tomography, Optical Coherence|Treatment Outcome|Visual Acuity|Vitreous Body
P21816255	2011	Canadian journal of ophthalmology. Journal canadien d'ophtalmologie	England	X	Adult|Aged|Diabetic Retinopathy|Double-Blind Method|Female|Follow-Up Studies|Humans|Intraoperative Complications|Laser Coagulation|Male|Middle Aged|Postoperative Complications|Prospective Studies|Treatment Outcome|Visual Acuity|Vitrectomy|Young Adult
P21818132	2011	Eye (London, England)	England	X	Adult|Aged|Diabetic Retinopathy|Epidemiologic Methods|Female|Humans|Laser Coagulation|Male|Middle Aged|Retina|Visual Acuity
P21836413	2011	Retina (Philadelphia, Pa.)	United States	X	Acute Disease|Adult|Central Serous Chorioretinopathy|Electroretinography|Female|Humans|Male|Photochemotherapy|Photosensitizing Agents|Porphyrins|Retina|Tomography, Optical Coherence|Visual Acuity
P21840602	2011	Ophthalmology	United States	X	Drug Implants|Drug Therapy, Combination|Female|Fluocinolone Acetonide|Glucocorticoids|Humans|Immunosuppressive Agents|Macular Edema|Male|Middle Aged|Panuveitis|Prednisone|Quality of Life|Sickness Impact Profile|Treatment Outcome|Uveitis, Intermediate|Uveitis, Posterior|Visual Acuity|Visual Fields
P21855758	2011	Journal of cataract and refractive surgery	United States	X	Administration, Topical|Adolescent|Adult|Aged|Aged, 80 and over|Anti-Inflammatory Agents, Non-Steroidal|Benzeneacetamides|Blood-Aqueous Barrier|Double-Blind Method|Female|Fluorescein Angiography|Fluorometholone|Glucocorticoids|Humans|Lens Implantation, Intraocular|Macular Edema|Male|Microsurgery|Middle Aged|Ophthalmic Solutions|Phacoemulsification|Phenylacetates|Photometry|Postoperative Complications|Prospective Studies|Tomography, Optical Coherence|Treatment Outcome|Visual Acuity
P21855759	2011	Journal of cataract and refractive surgery	United States	X	Adult|Aged|Aged, 80 and over|Betamethasone|Dexamethasone|Female|Follow-Up Studies|Glucocorticoids|Humans|Injections, Intraocular|Intraocular Pressure|Macular Edema|Male|Middle Aged|Ophthalmic Solutions|Phacoemulsification|Photometry|Postoperative Complications|Tomography, Optical Coherence|Treatment Outcome|Uveitis, Anterior|Visual Acuity
P21861971	2011	American journal of ophthalmology	United States	X	Adult|Aged|Cross-Sectional Studies|False Positive Reactions|Female|Fluocinolone Acetonide|Glucocorticoids|Humans|Longitudinal Studies|Macular Edema|Male|Middle Aged|Predictive Value of Tests|Prospective Studies|Reproducibility of Results|Retina|Sensitivity and Specificity|Sensory Thresholds|Tomography, Optical Coherence|Uveitis|Visual Acuity
P21861972	2011	American journal of ophthalmology	United States	X	Antihypertensive Agents|Diabetic Retinopathy|Female|Glucocorticoids|Humans|Intraocular Pressure|Intravitreal Injections|Laser Therapy|Macular Edema|Male|Middle Aged|Ocular Hypertension|Prospective Studies|Tonometry, Ocular|Trabeculectomy|Treatment Outcome|Triamcinolone Acetonide
P21862954	2011	Retina (Philadelphia, Pa.)	United States	X	Administration, Oral|Adult|Aged|Aged, 80 and over|Diabetic Retinopathy|Double-Blind Method|Enzyme Inhibitors|Female|Humans|Indoles|Macular Edema|Male|Maleimides|Middle Aged|Protein Kinase C|Protein Kinase C beta|Treatment Outcome|Vision Disorders|Visual Acuity|Young Adult
P21872933	2011	Ophthalmology	United States	X	Acute Disease|Astigmatism|Child|Child, Preschool|Cohort Studies|Disease Progression|Humans|Infant|Infant, Newborn|Infant, Premature|Infant, Very Low Birth Weight|Laser Coagulation|Prevalence|Retinopathy of Prematurity|Retinoscopy|United States|Visual Acuity
P21872935	2011	Ophthalmology	United States	X	Aged|Aged, 80 and over|Antibodies, Monoclonal, Humanized|Double-Blind Method|Fluorescein Angiography|Humans|Incidence|Intravitreal Injections|Postoperative Complications|Retinal Perforations|Retinal Pigment Epithelium|Retrospective Studies|United States|Visual Acuity|Wet Macular Degeneration
P21873668	2011	Investigative ophthalmology & visual science	United States	X	Aged|Blood Pressure|Dietary Supplements|Double-Blind Method|Female|Heart Rate|Humans|Intraocular Pressure|Lutein|Macular Degeneration|Male|Retina|Retinal Pigments|Tomography, Optical Coherence|Visual Acuity|Visual Field Tests
P21878843	2011	Retina (Philadelphia, Pa.)	United States	X	Administration, Oral|Adult|Aged|Aged, 80 and over|Central Serous Chorioretinopathy|Chronic Disease|Double-Blind Method|Female|Fluorescein Angiography|Hormone Antagonists|Humans|Male|Middle Aged|Mifepristone|Receptors, Glucocorticoid|Tomography, Optical Coherence|Treatment Outcome|Visual Acuity|Young Adult
P21886189	2011	Eye (London, England)	England	X	Administration, Oral|Aged|Aged, 80 and over|Analysis of Variance|Drug Administration Schedule|Epiretinal Membrane|Female|Glucocorticoids|Humans|Macular Edema|Male|Middle Aged|Postoperative Period|Prednisolone|Prospective Studies|Retina|Tomography, Optical Coherence|Treatment Outcome|Visual Acuity|Vitrectomy
P21896838	2011	Investigative ophthalmology & visual science	United States	X	Adult|Aged|Aged, 80 and over|Aptamers, Nucleotide|Diabetic Retinopathy|Double-Blind Method|Female|Humans|Macular Edema|Male|Middle Aged|Quality of Life|Questionnaires|Sickness Impact Profile|Tomography, Optical Coherence|Treatment Outcome|Vision, Ocular|Visual Acuity|Young Adult
P21914263	2011	[Zhonghua yan ke za zhi] Chinese journal of ophthalmology	China	X	Adult|Aged|Female|Humans|Male|Middle Aged|Myopia, Degenerative|Prospective Studies|Retinoschisis|Vitrectomy
P21918206	2011	The Diabetes educator	United States	X	Adult|Aged|Aged, 80 and over|Community Health Centers|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Disease Management|Hispanic Americans|Humans|Mass Screening|Massachusetts|Middle Aged|Patient Compliance|Poverty|Self Care|Telenursing|Therapy, Computer-Assisted|Urban Population
P21942614	2011	The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians	England	X	Cholesterol, HDL|Double-Blind Method|Down-Regulation|Female|Gestational Age|Humans|Incidence|Infant, Newborn|Lutein|Male|Placebos|Retinopathy of Prematurity|Severity of Illness Index|Treatment Outcome|Triglycerides
P21950702	2011	Current eye research	England	X	Aged|Aged, 80 and over|Angiogenesis Inhibitors|Antibodies, Monoclonal, Humanized|Aptamers, Nucleotide|Contrast Sensitivity|Double-Blind Method|Drug Therapy, Combination|Female|Fluorescein Angiography|Follow-Up Studies|Humans|Intravitreal Injections|Male|Middle Aged|Pilot Projects|Prospective Studies|Retreatment|Vascular Endothelial Growth Factor A|Visual Acuity|Wet Macular Degeneration
P21951567	2011	The British journal of ophthalmology	England	X	Aged|Angiogenesis Inhibitors|Antibodies, Monoclonal, Humanized|Choroidal Neovascularization|Double-Blind Method|Female|Humans|Macular Degeneration|Male|Prospective Studies|Treatment Outcome|Visual Acuity
P21983248	2011	Retina (Philadelphia, Pa.)	United States	X	Diabetes Mellitus, Type 2|Diabetic Retinopathy|Fibrinolytic Agents|Humans|Intraocular Pressure|Intravitreal Injections|Macular Edema|Middle Aged|Prospective Studies|Tissue Plasminogen Activator|Tomography, Optical Coherence|Visual Acuity|Vitreous Body|Vitreous Detachment
P22027699	2011	Optometry (St. Louis, Mo.)	United States	X	Administration, Oral|Aged|Dietary Supplements|Dose-Response Relationship, Drug|Double-Blind Method|Female|Follow-Up Studies|Humans|Macula Lutea|Macular Degeneration|Male|Middle Aged|Optic Atrophy|Photometry|Prospective Studies|Retinal Pigment Epithelium|Treatment Outcome|Visual Acuity|Xanthophylls|Zeaxanthins
P22039251	2011	Investigative ophthalmology & visual science	United States	X	False Positive Reactions|Fluorescein Angiography|Follow-Up Studies|Geographic Atrophy|Humans|Laser Coagulation|Observer Variation|Predictive Value of Tests|Reproducibility of Results|Time Factors|Vision Disorders|Visual Acuity
P22053565	2011	Collegium antropologicum	Croatia	X	Adult|Aged|Antibodies, Monoclonal, Humanized|Diabetic Retinopathy|Drug Therapy, Combination|Female|Humans|Intravitreal Injections|Macular Edema|Male|Middle Aged|Triamcinolone
P22073385	2011	Annals of clinical psychiatry : official journal of the American Academy of Clinical Psychiatrists	United States	X	Aged|Aged, 80 and over|Antidepressive Agents, Second-Generation|Citalopram|Cross-Over Studies|Depressive Disorder|Depressive Disorder, Major|Double-Blind Method|Female|Humans|Macular Degeneration|Male|Psychiatric Status Rating Scales|Quality of Life|Treatment Outcome|Visual Acuity
P22108107	2011	Journal of cataract and refractive surgery	United States	X	Acrylic Resins|Color Perception Tests|Color Vision|Contrast Sensitivity|Double-Blind Method|Female|Follow-Up Studies|Humans|Lens Implantation, Intraocular|Lenses, Intraocular|Light|Macula Lutea|Macular Degeneration|Male|Middle Aged|Phacoemulsification|Prospective Studies|Prosthesis Design|Refraction, Ocular|Visual Acuity
P22153396	2011	Journal of AAPOS : the official publication of the American Association for Pediatric Ophthalmology and Strabismus / American Association for Pediatric Ophthalmology and Strabismus	United States	X	Child|Child, Preschool|Female|Fixation, Ocular|Humans|Infant|Infant, Newborn|Infant, Premature|Male|Nervous System Diseases|Prevalence|Prospective Studies|Regression Analysis|Retinopathy of Prematurity|Risk Factors|Strabismus|Visual Acuity
P22183994	2011	Arquivos brasileiros de oftalmologia	Brazil	X	Aged|Combined Modality Therapy|Diabetes Mellitus, Type 2|Double-Blind Method|Female|Glucocorticoids|Humans|Intravitreal Injections|Laser Coagulation|Macular Edema|Male|Middle Aged|Tomography, Optical Coherence|Treatment Outcome|Triamcinolone Acetonide|Visual Acuity
P20015098	2012	Acta ophthalmologica	England	X	Angiogenesis Inhibitors|Antibodies, Monoclonal, Humanized|Diabetic Retinopathy|Double-Blind Method|Female|Fluorescein Angiography|Follow-Up Studies|Glucocorticoids|Humans|Intraocular Pressure|Intravitreal Injections|Macular Edema|Male|Middle Aged|Prospective Studies|Retina|Tomography, Optical Coherence|Treatment Outcome|Triamcinolone Acetonide|Vascular Endothelial Growth Factor A|Visual Acuity
P20337606	2012	Acta ophthalmologica	England	X	Aged|Aged, 80 and over|Angiogenesis Inhibitors|Antibodies, Monoclonal, Humanized|Choroid|Coloring Agents|Combined Modality Therapy|Female|Fluorescein Angiography|Humans|Indocyanine Green|Intravitreal Injections|Male|Middle Aged|Peripheral Vascular Diseases|Photochemotherapy|Photosensitizing Agents|Porphyrins|Prospective Studies|Tomography, Optical Coherence|Treatment Outcome|Vascular Endothelial Growth Factor A|Visual Acuity|Wet Macular Degeneration
P21519291	2012	Retina (Philadelphia, Pa.)	United States	X	Administration, Oral|Aged|Area Under Curve|Dark Adaptation|Dose-Response Relationship, Drug|Double-Blind Method|Electroretinography|Enzyme Inhibitors|Female|Humans|Macular Degeneration|Male|Middle Aged|Phenyl Ethers|Propanolamines|Retinal Rod Photoreceptor Cells|Vision, Ocular
P21546512	2012	The British journal of ophthalmology	England	X	Aged|Anesthesia, Local|Anesthetics, Combined|Anesthetics, Local|Bupivacaine|Female|Humans|Hyaluronoglucosaminidase|Injections, Intraocular|Intraocular Pressure|Lidocaine|Male|Middle Aged|Neuromuscular Blockade|Pain Measurement|Pain, Postoperative|Retinal Detachment|Retreatment|Tenon Capsule|Treatment Outcome|Vitrectomy
P21765374	2012	Retina (Philadelphia, Pa.)	United States	X	Aged|Epiretinal Membrane|Female|Humans|Male|Microsurgery|Middle Aged|Sclera|Surgical Instruments|Tomography, Optical Coherence|Vitrectomy|Wound Closure Techniques|Wound Healing
P21786271	2012	European journal of ophthalmology	Italy	X	Aged|Analgesia|Analgesics|Cyclooxygenase 2 Inhibitors|Diabetic Retinopathy|Double-Blind Method|Eye Pain|Female|Humans|Laser Coagulation|Male|Middle Aged|Pain Measurement|Prospective Studies|Pyridines|Sulfones
P21811051	2012	Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift f?r Augenheilkunde	Switzerland	X	Administration, Oral|Adult|Aged|Antioxidants|Blood Glucose|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Double-Blind Method|Female|Follow-Up Studies|Hemoglobin A, Glycosylated|Humans|Macular Edema|Male|Middle Aged|Tablets|Thioctic Acid|Treatment Outcome
P21822162	2012	Retina (Philadelphia, Pa.)	United States	X	Aged|Aged, 80 and over|Belgium|Choroidal Neovascularization|Double-Blind Method|Exudates and Transudates|Female|Follow-Up Studies|France|Humans|Macular Degeneration|Male|Middle Aged|Spain|Trimetazidine|Vasodilator Agents
P21835837	2012	Archives of disease in childhood. Fetal and neonatal edition	England	X	Administration, Inhalation|Analgesia|Analgesics, Non-Narcotic|Double-Blind Method|Drug Combinations|Female|Heart Rate|Humans|Infant Care|Infant, Newborn|Infant, Premature|Male|Neonatal Screening|Nitrous Oxide|Oxygen|Pain|Pain Measurement|Retinopathy of Prematurity
