name	uid	treepos	children
Oligodeoxyribonucleotides, Antisense	D020319	D13.150.200.640|D13.150.480.640|D13.444.308.150.640|D13.444.600.150.200.640|D13.444.600.150.640.640|D13.695.578.424.480.640|D27.720.470.530.600.150.200.640|D27.720.470.530.600.150.640.640	
Oligoribonucleotides, Antisense	D020320	D13.150.480.645|D13.150.650.640|D13.444.600.150.640.645|D13.444.600.150.760.640|D13.444.735.150.640|D13.695.578.424.480.645|D27.720.470.530.600.150.640.645|D27.720.470.530.600.150.760.645	
Tics	D020323	C10.597.350.700|C23.888.592.350.700	
Amnesia, Anterograde	D020324	C10.597.606.525.100.075|C23.888.592.604.529.100.075|F01.700.625.100.075|F03.615.200.137	
Migraine with Aura	D020325	C10.228.140.546.399.750.250	
Migraine without Aura	D020326	C10.228.140.546.399.750.450	
Glaucoma Drainage Implants	D020327	E07.695.250	D018465
Essential Tremor	D020329	C10.228.662.350	
Bell Palsy	D020330	C02.256.466.087|C07.465.094|C07.465.299.250|C10.292.319.250	
Mobius Syndrome	D020331	C07.465.299.825|C10.292.319.825|C16.131.077.578|C16.614.595	
Rats, Inbred LEC	D020332	B01.050.050.199.520.760.275|B01.050.150.900.649.865.635.505.700.400.275	
Tolosa-Hunt Syndrome	D020333	C10.292.562.900|C11.590.905	
Rats, Inbred OLETF	D020334	B01.050.050.199.520.760.290|B01.050.150.900.649.865.635.505.700.400.290	
Paraparesis	D020335	C10.597.636.500|C23.888.592.643.500	D020336
Paraparesis, Spastic	D020336	C10.597.636.500.500|C23.888.592.643.500.500	
Vestibular Neuronitis	D020338	C09.218.807.800.837|C10.292.910.850	
Optic Nerve Glioma	D020339	C04.557.465.625.600.380.795|C04.557.470.670.380.795|C04.557.580.625.600.380.795|C04.588.614.300.600.600|C04.588.614.596.240.240.500|C10.292.225.800.500|C10.292.700.500.500|C10.551.360.500.500|C10.551.775.250.500.500|C11.640.544.500	
Tobacco Use Cessation	D020340	F01.145.488.750	D000072137|D016540
Absorbable Implants	D020341	E07.695.025	
Finite Element Analysis	D020342	E05.355	
Hypertensive Encephalopathy	D020343	C10.228.140.631.500	D054038
Enterocolitis, Necrotizing	D020345	C06.405.205.596.700|C06.405.469.363.700	
Aquaporins	D020346	D12.776.157.530.400.500.040|D12.776.543.550.450.730.040|D12.776.543.585.400.730.040	D051401|D051397|D051399|D051398|D051402
Lithiasis	D020347	C23.550.537	
Surface Plasmon Resonance	D020349	E05.196.890|E05.601.043.700	
Graft vs Tumor Effect	D020350	G12.875.402.320	D020544
Cholates	D020355	D04.210.500.105.225.130.330|D04.210.500.221.430.130.330	D020358
Selenomonas	D020357	B03.440.425.410.800.877	
Sodium Cholate	D020358	D04.210.500.105.225.130.330.850|D04.210.500.221.430.130.330.850	
Neoadjuvant Therapy	D020360	E02.186.450	
Paraneoplastic Syndromes, Nervous System	D020361	C04.588.614.550|C04.730.856|C10.574.781	D060426|D020364|D009188|D020362|D020363|D053578|D015624
Paraneoplastic Cerebellar Degeneration	D020362	C04.588.614.550.650|C04.730.856.650|C10.228.140.252.620|C10.574.781.700	
Limbic Encephalitis	D020363	C04.588.614.550.450|C04.730.856.437|C10.228.140.430.525|C10.228.228.245.700|C10.574.781.550	
Paraneoplastic Polyneuropathy	D020364	C04.588.614.550.700|C04.730.856.700|C10.574.781.850|C10.668.829.800.662	
RNA Helicases	D020365	D08.811.913.696.445.735.720	D053487|D039601
Methylmethacrylate	D020366	D02.241.081.069.800.550.450|D05.750.716.822.111.650.605.450|D25.720.716.822.111.650.605.450|J01.637.051.720.716.822.111.650.605.450	
Iofetamine	D020367	D02.092.471.683.152.535	
Bradyrhizobium	D020369	B03.440.400.425.200.090|B03.660.050.035.090	
Osteoarthritis, Knee	D020370	C05.550.114.606.500|C05.799.613.500	
Pelizaeus-Merzbacher Disease	D020371	C10.228.140.163.100.362.775|C10.228.140.695.625.775|C10.314.400.775|C16.320.322.906|C16.320.565.189.362.775|C18.452.132.100.362.775|C18.452.648.189.362.775	
Dexfenfluramine	D020372	D02.092.471.683.338	
Chromatography, Micellar Electrokinetic Capillary	D020374	E05.196.181.500	
Education, Distance	D020375	I02.195	
Dichelobacter nodosus	D020376	B03.440.425.410.400|B03.440.450.342.550|B03.660.250.080.550	
Self Efficacy	D020377	F01.752.747.792.700	
Confined Spaces	D020378	G16.500.275.074|N06.230.074	
Risk Adjustment	D020379	N04.452.871.715.800|N04.761.789.800|N05.715.360.750.625.700.690.800	
Needs Assessment	D020380	I02.594|N03.349.380.565|N05.300.537	
Interleukin-17	D020381	D12.644.276.374.465.517|D12.776.467.374.465.517|D23.529.374.465.517	
Interleukin-18	D020382	D12.644.276.374.465.518|D12.776.467.374.465.518|D23.529.374.465.518	
Neutral Glycosphingolipids	D020383	D09.400.410.420.525|D10.390.470.675|D10.570.877.360.612	D013109|D002518
Acidic Glycosphingolipids	D020384	D09.400.410.420.025|D10.390.470.025|D10.570.877.360.025	D005732|D013433
Myokymia	D020385	C10.597.613.650|C23.888.592.608.650	
Isaacs Syndrome	D020386	C05.651.392|C10.668.829.425	
Food Chain	D020387	G16.500.275.157.250|N06.230.124.250	
Muscular Dystrophy, Duchenne	D020388	C05.651.534.500.300|C10.668.491.175.500.300|C16.320.322.562|C16.320.577.300	
Muscular Dystrophy, Emery-Dreifuss	D020389	C05.651.534.500.350|C10.668.491.175.500.350|C16.320.322.625|C16.320.577.350	
Tooth Socket	D020390	A02.835.232.781.324.502.125.800|A14.521.125.800|A14.549.167.646.094.800	
Muscular Dystrophy, Facioscapulohumeral	D020391	C05.651.534.500.400|C10.668.491.175.500.400|C16.320.577.400	
Entopeduncular Nucleus	D020392	A08.186.211.730.317.800.240	
Manipulation, Spinal	D020393	E02.779.867.466|E02.831.535.867.466	
Vault Ribonucleoprotein Particles	D020394	A11.284.430.214.190.875.930|D12.776.157.725.500.937|D12.776.664.962.500.937	
Receptors, Interleukin-7	D020395	D12.776.543.750.705.852.420.420|D23.050.301.264.035.715|D23.101.100.110.715	D053631|D053699
Goblet Cells	D020397	A03.556.124.369.320|A04.329.597.320|A04.531.520.320|A04.760.259|A10.615.550.444.321|A10.615.550.760.520.320|A10.615.550.760.600.320|A11.436.298	
Medicare Part C	D020398	N03.219.521.346.506.564.663.757|N03.219.521.576.343.840.877|N03.706.615.420.249	
Practice Management	D020399	N04.452.758.708	D011215|D011216|D009817|D020443|D065447
Provider-Sponsored Organizations	D020400	N03.219.521.576.343.800.875|N04.590.374.142.600|N04.590.374.410.875|N05.300.262.600	
Primed In Situ Labeling	D020401	E01.370.225.500.620.670.325.680|E01.370.225.750.600.670.325.680|E05.200.500.620.670.325.680|E05.200.750.600.670.325.680|E05.393.620.500.650|E05.393.661.475.680	
Medical Savings Accounts	D020402	N03.219.151.170.650|N03.219.521.576.090.650|N03.219.521.576.343.830|N03.219.559.500	
Patient Freedom of Choice Laws	D020403	N03.219.521.576.343.800.700|N03.706.615.805|N04.590.374.410.700	
Glycerophospholipids	D020404	D10.570.755.375.760.400	D010742|D010718|D010713|D010716|D005997|D010714|D010715
Dermis	D020405	A17.815.180	D062088
Medicare Payment Advisory Commission	D020406	N03.219.521.710.305.200.500	
Internet	D020407	L01.224.230.110.500	D061108|D057218
Health Insurance Portability and Accountability Act	D020408	N03.219.521.576.343.349|N03.706.615.273	
Molecular Motor Proteins	D020409	D05.500.500|D08.811.277.040.025.193	D016547|D009218|D004398
Activated-Leukocyte Cell Adhesion Molecule	D020410	D12.776.395.550.200.250.150.050|D12.776.543.550.200.250.150.050|D12.776.860.300.030|D23.050.301.264.035.030|D23.050.301.350.250.150.050|D23.101.100.110.030	
Oligonucleotide Array Sequence Analysis	D020411	E05.393.661.640|E05.393.760.640|E05.588.570.660|E05.601.640	D055106
Multifactorial Inheritance	D020412	G05.420.590	
3' Untranslated Regions	D020413	D13.444.735.544.875.880|D13.444.735.790.878.880|G05.360.340.024.220.880.880|G05.360.340.024.340.137.910.880	D063307
Risk Sharing, Financial	D020414	N03.219.463.800.800|N04.452.871.800	
Personnel Downsizing	D020415	N01.824.245.600|N04.452.677.450	
Outsourced Services	D020416	N03.219.463.100.600	
Nystagmus, Congenital	D020417	C10.292.562.675.300|C11.590.400.300|C16.614.643	
Algal Proteins	D020418	D12.776.037	
Photoreceptor Cells, Vertebrate	D020419	A08.675.650.850.625.670|A08.675.650.915.937.670|A08.800.950.937.670|A09.371.729.831.625.670|A11.671.650.850.625.670|A11.671.650.915.937.670	D055214|D017948|D017949|D055211|D055212
Cyst Fluid	D020420	A12.383.200	
Vagus Nerve Diseases	D020421	C10.292.887	D061223|D014826
Mononeuropathies	D020422	C10.668.829.500	D020429|D020428|D020423|D020427|D020426|D020425|D020424
Median Neuropathy	D020423	C10.668.829.500.500	D002349
Ulnar Neuropathies	D020424	C10.668.829.500.850	D020430|D017769
Radial Neuropathy	D020425	C10.668.829.500.650	
Sciatic Neuropathy	D020426	C10.668.829.500.675	D012585|D055958
Peroneal Neuropathies	D020427	C10.668.829.500.600	
Femoral Neuropathy	D020428	C10.668.829.500.200	
Tibial Neuropathy	D020429	C10.668.829.500.700	D013641
Cubital Tunnel Syndrome	D020430	C10.668.829.500.850.200|C10.668.829.550.925.200|C26.844.150.957.200	
Olfactory Nerve Diseases	D020431	C10.292.650	D061219|D018304
Trochlear Nerve Diseases	D020432	C10.292.850	
Trigeminal Nerve Diseases	D020433	C07.465.299.625.500|C10.292.319.625.700	D014277|D061221
Abducens Nerve Diseases	D020434	C10.292.150	D020222
Glossopharyngeal Nerve Diseases	D020435	C10.292.450	D061287
Accessory Nerve Diseases	D020436	C10.292.175	D061227
Hypoglossal Nerve Diseases	D020437	C10.292.525	D061228
Growth Cones	D020439	A11.284.180.075.249|A11.284.180.225.340|A11.284.180.610.345|A11.671.137.340|A11.671.240.340	
Gene Duplication	D020440	G05.365.590.320|G05.558.320	
Ginkgo biloba	D020441	B01.650.940.800.575.400.300	
Poloxamer	D020442	D02.033.455.250.700.682|D05.750.741.667|D25.720.741.667|J01.637.051.720.741.667	
Practice Valuation and Purchase	D020443	N04.452.758.708.600	
Reimbursement, Disproportionate Share	D020444	N03.219.521.710.305.290	
Hospitalists	D020445	M01.526.485.630.490.400|M01.526.485.740.422.400|M01.526.485.810.580|N02.360.630.490.400|N02.360.740.422.400|N02.360.810.580	
Fitness Centers	D020446	N02.278.207	
Parasomnias	D020447	C10.886.659|F03.870.664	D020183|D020186|D020189|D012148|D020922|D020923|D020921
Theales	D020448	B01.650.940.800.575.100.928	D029041|D053958|D028084|D028242
Repetitive Sequences, Amino Acid	D020449	G02.111.570.060.720|G02.111.570.820.709.275.875	D000071776|D000071678|D017089
Heavy Ions	D020450	G01.249.467	
Contig Mapping	D020451	E05.393.183.620.160|E05.393.260	
Journalism	D020452	L01.737.498	D007598|D018156
Sirenia	D020453	B01.050.150.900.649.879	D020454|D020455
Dugong	D020454	B01.050.150.900.649.879.125	
Trichechus	D020455	B01.050.150.900.649.879.750	D020456|D020457
Trichechus inunguis	D020456	B01.050.150.900.649.879.750.350	
Trichechus manatus	D020457	B01.050.150.900.649.879.750.500	
Third-Party Consent	D020458	I01.880.604.583.427.635|N03.706.535.489.635	D033282
Genes, rRNA	D020459	G05.360.340.024.340.645.750	
Melanosomes	D020460	A11.284.430.214.190.500.560|A11.284.430.214.190.875.190.190.560|A11.436.265.531.560|A11.436.613.560	
Madurella	D020461	B01.300.381.515	
Gliocladium	D020462	B01.300.381.385	
Abbreviations	D020463	V02.025	
Anecdotes	D020465	V02.115	
Atlases	D020466	V02.150	
Biobibliography	D020467	V01.165.150|V02.165.500	
Charts	D020468	V01.200|V02.245	
Chronology	D020469	V02.250	
Collected Works	D020470	V02.260	D020505|D016221
Collections	D020471	V02.265	
Drawings	D020472	V01.185.625|V02.700.300	
Essays	D020474	V02.365	
Examination Questions	D020475	V02.395	
Exhibitions	D020476	V02.415	
Forms	D020478	V02.460	
Handbooks	D020479	V02.520	
Humor	D020480	V02.540	D019493
Indexes	D020481	V02.550	
Juvenile Literature	D020482	V02.725.500	
Laboratory Manuals	D020484	V02.605	
Legislation	D020485	V02.620	
Manuscripts	D020486	V02.630	
Nurses' Instruction	D020488	V02.668	
Outlines	D020489	V02.670	
Patents	D020490	V02.675	
Periodicals	D020492	V02.690	
Autobiography	D020493	V01.175.500.100|V02.170.750.100|V02.530.150.750.100	
Phrases	D020494	V02.310.500	
Pictorial Works	D020495	V02.700	D019492|D019493|D019477|D000068036|D020472|D019532
Popular Works	D020496	V02.725	D029282|D020482
Problems and Exercises	D020497	V02.734	
Programmed Instruction	D020498	V02.735	
Statistics	D020500	V02.925	
Tables	D020501	V02.930	
Terminology	D020502	V02.310.750	
Union Lists	D020503	V02.945	
Abstracts	D020504	V01.070|V02.035	
Collected Correspondence	D020505	V02.260.260	
Untranslated Regions	D020506	D13.444.735.544.875|D13.444.735.790.878|G05.360.340.024.220.880|G05.360.340.024.340.137.910	D020413|D020121|D038621
Resource Guides	D020507	V02.750	
Fungi, Unclassified	D020508	B01.300.300	D009090|D020091
Neuromuscular Junction Diseases	D020511	C10.668.758	D020294|D009157|D015624|D001906
Myopathy, Central Core	D020512	C05.651.575.300|C10.668.491.550.300	
Paralysis, Hyperkalemic Periodic	D020513	C05.651.701.600|C10.668.491.650.600|C16.320.565.618.711.600|C18.452.648.618.711.600	
Hypokalemic Periodic Paralysis	D020514	C05.651.701.450|C10.668.491.650.450|C16.320.565.618.711.550|C18.452.648.618.711.550	
Brachial Plexus Neuropathies	D020516	C10.668.829.100	D020968
Atrial Appendage	D020517	A07.541.358.100	
Focal Nodular Hyperplasia	D020518	C06.552.270	
Pericardiocentesis	D020519	E01.370.225.998.329.620|E02.800.550.620|E04.100.376.745|E04.665.600.620|E04.928.220.620|E05.200.998.329.620	
Brain Infarction	D020520	C10.228.140.300.150.477|C10.228.140.300.775.200|C14.907.253.092.477|C14.907.253.855.200	D002544|D020526
Stroke	D020521	C10.228.140.300.775|C14.907.253.855	D059409|D020520
Lymphoma, Mantle-Cell	D020522	C04.557.386.480.525|C15.604.515.569.480.525|C20.683.515.761.480.525	
Chemokines, CX3C	D020523	D12.644.276.374.200.130|D12.776.467.374.200.130|D23.125.300.130|D23.469.200.130|D23.529.374.200.130	D054428
Thylakoids	D020524	A11.284.430.214.190.875.700.140.800	
Xenodiagnosis	D020525	E01.370.225.875.985|E01.370.985|E05.200.875.985	
Brain Stem Infarctions	D020526	C10.228.140.300.150.477.100|C10.228.140.300.775.200.100|C14.907.253.092.477.100|C14.907.253.855.200.100	D014854
Microscopy, Scanning Probe	D020527	E01.370.350.515.666|E05.595.666	D064347|D018625|D016252
Multiple Sclerosis, Chronic Progressive	D020528	C10.114.375.500.200|C10.314.350.500.200|C20.111.258.250.500.200	
Multiple Sclerosis, Relapsing-Remitting	D020529	C10.114.375.500.600|C10.314.350.500.600|C20.111.258.250.500.600	
Subthalamus	D020530	A08.186.211.730.317.800	D020531|D065820|D020392
Subthalamic Nucleus	D020531	A08.186.211.730.317.800.800	
Basal Nucleus of Meynert	D020532	A08.186.211.730.885.287.249.880.100	
Angiogenesis Inhibitors	D020533	D27.505.696.377.077.099|D27.505.696.377.450.100|D27.505.954.248.025	
Parahippocampal Gyrus	D020534	A08.186.211.464.590.750|A08.186.211.464.710|A08.186.211.730.885.287.500.382.750	D066277|D018728
Video-Assisted Surgery	D020535	E01.370.388.250.950|E04.502.250.950	D020775
Enzyme Activators	D020536	D27.505.519.374	D020549|D065097|D058867
RNA, Small Nucleolar	D020537	D13.444.735.628.818.800|D13.444.735.790.552.937.800	
Sequence Analysis, Protein	D020539	E05.393.760.705	D010449
Metencephalon	D020540	A08.186.211.132.810.428	D011149|D002531
Coiled Bodies	D020541	A11.284.430.106.279.345.195	
Third Ventricle	D020542	A08.186.211.276.840	
Proteome	D020543	D12.776.817	
Graft vs Leukemia Effect	D020544	G12.875.402.320.320	
Respiratory Mucosa	D020545	A04.760|A10.615.550.760	D009297|D007820|D020397
Fourth Ventricle	D020546	A08.186.211.276.500	
Lateral Ventricles	D020547	A08.186.211.276.650	
GTP Phosphohydrolase Activators	D020549	D27.505.519.374.200	
Pulse Therapy, Drug	D020551	E02.319.283.600	
Comet Assay	D020552	E05.196.401.153.150|E05.301.300.100.150|E05.393.560.150|E05.940.560.150	
Sperm Injections, Intracytoplasmic	D020554	E02.875.800.750.700|E05.820.800.750.700	
GTP-Binding Protein Regulators	D020555	D12.644.360.325|D12.776.476.325	D020730|D020690|D020662
Neutrophil Infiltration	D020556	G12.632	
Neurolinguistic Programming	D020557	E05.599.395.642.550|E05.599.695.550|F02.463.425.575|F02.694.550|F02.784.629.529.550|F04.096.586.550|L01.143.506.598.628.550	
GTP Phosphohydrolases	D020558	D08.811.277.040.330	D019204|D034281
Monomeric GTP-Binding Proteins	D020559	D08.811.277.040.330.300.400|D12.644.360.525|D12.776.157.325.515|D12.776.476.525	D020741|D018631|D020668|D020691|D020725|D020727|D020931
Proteobacteria	D020560	B03.660	D020562|D020563|D020561|D020564|D020565
Alphaproteobacteria	D020561	B03.660.050	D012245|D042301|D001475|D041841|D042083|D042082|D059127|D041921|D012230|D012287|D042021|D042063|D042062|D041902|D042281|D000710
Betaproteobacteria	D020562	B03.660.075	D042621|D009346|D043369|D042521|D042762|D043363|D043362|D043372|D042401|D043167|D042802
Gammaproteobacteria	D020563	B03.660.250	D005603|D004755|D042763|D044125|D008772|D053521|D034241|D044130|D042001|D016951|D015661|D044166|D014737|D002841|D044129|D044063|D044044|D044065|D044147|D044007|D041962|D011548
Deltaproteobacteria	D020564	B03.660.125	D003901|D045282|D045302|D009231|D045287|D001501|D020639
Epsilonproteobacteria	D020565	B03.660.150	D016998|D020640|D002167|D016968
Dendritic Cells, Follicular	D020566	A10.549.400.500.200|A11.066.275|A15.382.066.275|A15.382.520.604.412.500.200	
Fetal Weight	D020567	C23.888.144.300|E01.370.600.115.100.160.120.300|E05.041.124.160.750.300|G07.100.100.160.120.300|G07.345.249.314.120.300|G07.345.500.325.235.937|G08.686.280	
Proto-Oncogene Proteins c-rel	D020569	D12.776.260.682|D12.776.624.664.700.192|D12.776.660.767|D12.776.930.730	
Genes, myb	D020570	G05.360.340.024.340.375.500.791.418	
Genes, sis	D020571	G05.360.340.024.340.375.500.791.560	
Oncogene Proteins v-rel	D020572	D12.776.624.664.520.750.925|D12.776.964.700.750.925|D12.776.964.775.750.925	
Genes, rel	D020573	G05.360.340.024.340.375.500.791.552	
Proto-Oncogene Proteins c-sis	D020574	D12.644.276.910.650|D12.776.124.625.650|D12.776.260.690|D12.776.467.910.650|D12.776.624.664.700.195|D23.529.910.650	
Oncogene Proteins v-sis	D020575	D12.776.624.664.520.750.935|D12.776.964.700.750.935|D12.776.964.775.750.935	
Gluconobacter	D020576	B03.440.400.425.100.550|B03.660.050.663.050.415	D020600
Wolbachia	D020577	B03.440.647.825|B03.660.050.765.825	
Sphingomonas	D020578	B03.440.400.425.750|B03.660.050.800.750	
Sinorhizobium	D020579	B03.440.400.425.700.887|B03.660.050.730.835	D042181|D016962
Methylobacterium	D020580	B03.440.400.425.487.500|B03.660.050.500.500	D020601
Methylosinus	D020581	B03.440.540|B03.660.050.512.500	D020602
Hyphomicrobium	D020582	B03.660.050.350.400	
Azorhizobium	D020583	B03.440.400.425.127|B03.585.110|B03.660.050.350.080	D020599
Xanthobacter	D020584	B03.440.400.425.935|B03.660.050.350.950	
Comamonas	D020585	B03.440.400.425.292.150|B03.660.075.102.150	D020604
Thiocapsa	D020586	B03.440.425.400.750|B03.660.250.110.750	D020616
Ectothiorhodospira	D020587	B03.440.425.410.405.500|B03.660.250.145.500	D020608
Stenotrophomonas	D020588	B03.440.400.425.967.750|B03.660.250.915.750	D020615
Vitreoscilla	D020589	B03.440.400.840|B03.660.075.525.900	
Alteromonas	D020591	B03.440.400.425.126|B03.660.250.021.020	
Shewanella	D020592	B03.440.450.690|B03.660.250.021.755	D020614
Xenorhabdus	D020593	B03.440.450.425.890|B03.660.250.150.910	
Edwardsiella	D020594	B03.440.450.425.260|B03.660.250.150.160	D020610|D020609
Hafnia	D020595	B03.440.450.425.375|B03.660.250.150.280	D020611
Morganella	D020596	B03.440.450.425.500|B03.660.250.150.500	D020613
Stigmatella	D020597	B03.660.125.500.710	D020606
Proto-Oncogene Proteins c-myb	D020598	D12.776.260.675|D12.776.624.664.700.188|D12.776.930.725	
Azorhizobium caulinodans	D020599	B03.440.400.425.127.100|B03.585.110.100|B03.660.050.350.080.100	
Gluconobacter oxydans	D020600	B03.440.400.425.100.550.550|B03.660.050.663.050.415.550	
Methylobacterium extorquens	D020601	B03.440.400.425.487.500.150|B03.660.050.500.500.150	
